Student_ID,Gender,DegreeType,MajorSpecialization,EnglishScore,LogicalReasoningScore,QuantitativeAptitudeScore,EnglishCluster,LogicalReasoningCluster,QuantitativeAptitudeCluster,english_improvement_status,logicalreasoning_improvement_status,quantitativeaptitude_improvement_status
682431,m,B.Tech/B.E.,electronics and communication engineering,47.5,55.5,66.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
337695,m,MCA,computer application,50.5,54.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
539818,f,B.Tech/B.E.,electronics and communication engineering,60.5,54.5,70.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
513495,f,B.Tech/B.E.,information technology,54.5,52.5,15.0,2,2,2,A little more focus,A little more focus,A little more focus
1250436,f,MCA,computer application,43.0,47.0,47.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
810355,m,B.Tech/B.E.,electronics and communication engineering,48.5,51.0,56.0,2,2,0,A little more focus,A little more focus,Needs Improvement
1001099,m,B.Tech/B.E.,electrical engineering,57.0,44.5,31.0,2,2,2,A little more focus,A little more focus,A little more focus
1089624,f,B.Tech/B.E.,computer science & engineering,57.0,63.0,54.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
265914,f,B.Tech/B.E.,computer engineering,64.5,60.5,59.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
228046,m,B.Tech/B.E.,electrical engineering,45.400000000000006,47.5,46.5,2,2,0,A little more focus,A little more focus,Needs Improvement
681000,m,B.Tech/B.E.,information technology,38.0,34.0,50.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
519904,m,B.Tech/B.E.,computer engineering,63.5,53.5,58.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
385512,m,B.Tech/B.E.,electronics and communication engineering,58.5,52.5,57.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
937953,f,B.Tech/B.E.,computer science & engineering,51.0,53.5,45.0,2,2,0,A little more focus,A little more focus,Needs Improvement
425582,m,B.Tech/B.E.,information technology,30.5,45.5,36.5,0,2,2,Needs Improvement,A little more focus,A little more focus
42418,f,B.Tech/B.E.,biomedical engineering,40.5,42.5,40.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
302937,m,B.Tech/B.E.,electronics & telecommunications,47.5,37.5,40.5,2,0,2,A little more focus,Needs Improvement,A little more focus
628223,m,B.Tech/B.E.,computer science & engineering,41.5,40.0,26.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
602058,f,B.Tech/B.E.,information technology,36.0,43.5,29.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1247289,f,B.Tech/B.E.,computer science & engineering,58.0,54.0,52.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
857517,f,B.Tech/B.E.,electronics and communication engineering,53.5,54.5,32.5,2,2,2,A little more focus,A little more focus,A little more focus
529904,m,B.Tech/B.E.,computer science & engineering,37.0,41.5,47.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
115378,m,B.Tech/B.E.,electronics and communication engineering,44.5,44.5,38.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1262957,m,B.Tech/B.E.,electronics & instrumentation eng,63.0,52.0,18.0,1,2,2,Does Not Need Improvement,A little more focus,A little more focus
898548,f,B.Tech/B.E.,electronics and electrical engineering,48.5,46.0,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1253323,m,B.Tech/B.E.,electronics and communication engineering,60.5,56.5,47.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
1240207,m,B.Tech/B.E.,computer science & engineering,72.0,45.5,53.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
326876,m,B.Tech/B.E.,information technology,45.5,51.5,41.5,2,2,2,A little more focus,A little more focus,A little more focus
216972,m,B.Tech/B.E.,computer engineering,41.5,60.5,63.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
324799,m,B.Tech/B.E.,electronics and communication engineering,54.400000000000006,57.5,52.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
422043,m,B.Tech/B.E.,computer engineering,60.5,60.5,33.4,1,1,2,Does Not Need Improvement,Does Not Need Improvement,A little more focus
1239552,m,B.Tech/B.E.,computer science & engineering,58.0,59.5,66.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
50670,f,MCA,computer application,52.5,40.5,37.5,2,0,2,A little more focus,Needs Improvement,A little more focus
308916,f,B.Tech/B.E.,electronics and communication engineering,45.5,44.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1250484,m,B.Tech/B.E.,electronics and communication engineering,43.0,40.0,46.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
294762,m,B.Tech/B.E.,computer engineering,67.5,59.5,66.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1062520,m,B.Tech/B.E.,electronics and communication engineering,65.0,65.0,62.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
391074,m,B.Tech/B.E.,information technology,46.5,56.5,53.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
629605,m,B.Tech/B.E.,electronics and electrical engineering,50.0,64.5,66.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
330490,m,B.Tech/B.E.,electronics and electrical engineering,42.5,46.5,35.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1136067,m,B.Tech/B.E.,electronics and communication engineering,45.5,66.5,60.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1131595,m,B.Tech/B.E.,electronics and communication engineering,51.0,48.5,47.5,2,2,0,A little more focus,A little more focus,Needs Improvement
237897,f,B.Tech/B.E.,computer engineering,36.5,38.5,31.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1214471,f,B.Tech/B.E.,computer science & engineering,47.5,37.5,54.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
978959,m,B.Tech/B.E.,electrical and power engineering,63.0,57.0,81.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
898780,m,B.Tech/B.E.,electronics and communication engineering,65.0,60.5,68.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1100909,m,B.Tech/B.E.,computer science & engineering,56.0,57.0,57.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
196470,m,MCA,computer application,51.5,56.5,62.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
865540,m,B.Tech/B.E.,computer science & engineering,61.5,47.0,45.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
245986,m,B.Tech/B.E.,electronics and instrumentation engineering,39.400000000000006,26.5,44.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
999665,m,B.Tech/B.E.,electronics and communication engineering,59.5,51.0,56.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
1150694,m,B.Tech/B.E.,electronics and communication engineering,47.5,57.0,58.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
362984,m,B.Tech/B.E.,electronics and communication engineering,59.5,38.5,53.5,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
1084888,m,B.Tech/B.E.,information technology,53.5,48.5,56.0,2,2,0,A little more focus,A little more focus,Needs Improvement
389140,f,B.Tech/B.E.,information technology,45.5,42.5,55.400000000000006,2,0,0,A little more focus,Needs Improvement,Needs Improvement
263725,f,B.Tech/B.E.,information technology,49.5,55.5,57.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
452593,f,B.Tech/B.E.,computer engineering,53.5,61.5,58.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
958809,m,B.Tech/B.E.,computer science & engineering,41.5,55.5,44.0,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
318119,f,B.Tech/B.E.,computer engineering,56.5,39.5,52.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
32133,m,B.Tech/B.E.,electrical engineering,52.5,50.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
538439,f,B.Tech/B.E.,electronics and communication engineering,55.5,61.0,65.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1066414,m,B.Tech/B.E.,computer science & engineering,71.0,51.0,53.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
50739,f,B.Tech/B.E.,computer engineering,46.5,27.400000000000002,38.5,2,0,2,A little more focus,Needs Improvement,A little more focus
864014,m,MCA,computer application,40.5,57.5,63.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
925705,m,B.Tech/B.E.,information technology,37.0,41.0,47.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
344407,m,B.Tech/B.E.,civil engineering,40.5,34.5,52.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
241960,m,B.Tech/B.E.,electronics & instrumentation eng,54.400000000000006,52.5,60.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
716400,f,B.Tech/B.E.,instrumentation and control engineering,66.5,69.0,61.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
440689,f,B.Tech/B.E.,information technology,46.5,45.5,45.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1168773,m,B.Tech/B.E.,telecommunication engineering,45.5,48.5,50.0,2,2,0,A little more focus,A little more focus,Needs Improvement
304341,m,B.Tech/B.E.,computer engineering,43.5,48.5,56.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
760851,m,B.Tech/B.E.,metallurgical engineering,72.5,60.5,61.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
577394,m,B.Tech/B.E.,electronics and communication engineering,45.0,50.0,62.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
604370,m,B.Tech/B.E.,electronics and communication engineering,67.5,67.0,84.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
341424,f,B.Tech/B.E.,information technology,35.5,42.5,38.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1077612,m,B.Tech/B.E.,computer science & engineering,28.0,53.0,43.0,0,2,2,Needs Improvement,A little more focus,A little more focus
1085716,m,B.Tech/B.E.,information technology,47.5,47.0,41.5,2,2,2,A little more focus,A little more focus,A little more focus
1072574,m,MCA,computer application,26.5,42.0,31.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
276426,f,B.Tech/B.E.,information technology,57.5,48.5,49.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
607470,m,M.Tech./M.E.,computer science & engineering,34.5,52.5,36.5,0,2,2,Needs Improvement,A little more focus,A little more focus
950502,f,B.Tech/B.E.,civil engineering,37.0,52.0,41.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1087060,m,B.Tech/B.E.,computer engineering,39.5,30.0,31.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
937958,f,B.Tech/B.E.,information technology,50.0,45.0,55.5,2,2,0,A little more focus,A little more focus,Needs Improvement
252559,m,B.Tech/B.E.,computer engineering,52.5,47.5,38.5,2,2,2,A little more focus,A little more focus,A little more focus
582303,m,B.Tech/B.E.,electronics and communication engineering,62.5,60.5,73.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
48150,m,B.Tech/B.E.,computer engineering,57.5,62.5,61.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
868872,f,B.Tech/B.E.,electronics and communication engineering,38.0,39.0,50.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
963956,m,B.Tech/B.E.,computer science & engineering,67.5,54.5,54.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
351149,m,B.Tech/B.E.,computer science & engineering,45.5,47.5,47.5,2,2,0,A little more focus,A little more focus,Needs Improvement
192714,m,B.Tech/B.E.,information technology,43.5,33.5,40.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
810458,m,B.Tech/B.E.,electronics and communication engineering,53.5,51.0,60.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
731107,m,B.Tech/B.E.,applied electronics and instrumentation,48.5,46.0,59.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1094255,m,B.Tech/B.E.,electronics & instrumentation eng,75.5,55.5,60.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
951294,m,B.Tech/B.E.,electronics and communication engineering,39.5,43.5,35.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1250499,m,B.Tech/B.E.,electronics and electrical engineering,45.5,52.0,40.5,2,2,2,A little more focus,A little more focus,A little more focus
1265323,m,B.Tech/B.E.,information technology,43.0,55.5,50.0,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
1269127,m,B.Tech/B.E.,computer science & engineering,57.0,44.5,53.5,2,2,0,A little more focus,A little more focus,Needs Improvement
272917,m,B.Tech/B.E.,information technology,44.5,46.5,47.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
330602,m,B.Tech/B.E.,information technology,56.5,56.5,41.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
920334,m,B.Tech/B.E.,electronics and communication engineering,36.0,33.0,31.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1175212,m,B.Tech/B.E.,computer science & engineering,61.5,49.5,38.0,1,2,2,Does Not Need Improvement,A little more focus,A little more focus
896469,m,B.Tech/B.E.,computer science & engineering,48.5,37.5,63.5,2,0,1,A little more focus,Needs Improvement,Does Not Need Improvement
274453,m,B.Tech/B.E.,electronics and electrical engineering,43.5,55.5,63.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
64871,m,B.Tech/B.E.,information technology,54.5,46.5,42.5,2,2,2,A little more focus,A little more focus,A little more focus
1119944,f,B.Tech/B.E.,electronics & telecommunications,52.5,53.0,40.5,2,2,2,A little more focus,A little more focus,A little more focus
279776,f,B.Tech/B.E.,computer engineering,66.5,50.5,54.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
361583,m,B.Tech/B.E.,computer engineering,51.5,47.5,63.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
339386,m,B.Tech/B.E.,information technology,35.5,34.5,40.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
334017,m,B.Tech/B.E.,mechanical engineering,56.5,52.5,65.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1187201,m,B.Tech/B.E.,electronics and communication engineering,64.0,59.5,80.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
503221,m,B.Tech/B.E.,mechanical engineering,46.5,65.5,57.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1266967,f,B.Tech/B.E.,computer science & engineering,46.5,47.0,31.0,2,2,2,A little more focus,A little more focus,A little more focus
901358,f,B.Tech/B.E.,information science engineering,64.0,60.5,66.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
806688,m,B.Tech/B.E.,computer science & engineering,48.5,55.5,56.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1171245,m,B.Tech/B.E.,electronics and communication engineering,52.5,45.5,34.5,2,2,2,A little more focus,A little more focus,A little more focus
683102,f,B.Tech/B.E.,computer science & engineering,80.5,59.5,58.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
543951,m,B.Tech/B.E.,information technology,46.5,46.0,51.5,2,2,0,A little more focus,A little more focus,Needs Improvement
988904,m,B.Tech/B.E.,computer science & engineering,56.0,51.0,45.0,2,2,0,A little more focus,A little more focus,Needs Improvement
593024,f,B.Tech/B.E.,information technology,53.5,46.0,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
325147,m,M.Tech./M.E.,electronics and communication engineering,50.5,60.5,44.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
407824,f,B.Tech/B.E.,electronics & instrumentation eng,50.5,49.5,61.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1055284,m,MCA,computer application,49.0,41.0,53.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
1247771,m,B.Tech/B.E.,computer science & engineering,63.0,53.0,43.0,1,2,2,Does Not Need Improvement,A little more focus,A little more focus
941785,m,B.Tech/B.E.,mechanical engineering,59.0,55.5,38.5,1,1,2,Does Not Need Improvement,Does Not Need Improvement,A little more focus
353742,m,B.Tech/B.E.,information technology,46.5,43.5,41.5,2,0,2,A little more focus,Needs Improvement,A little more focus
995191,m,B.Tech/B.E.,electronics and communication engineering,39.5,45.5,48.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
283113,m,B.Tech/B.E.,computer engineering,42.5,49.5,63.5,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
602344,m,B.Tech/B.E.,mechanical engineering,51.0,68.0,78.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1083507,m,B.Tech/B.E.,electronics and communication engineering,42.0,44.5,74.0,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
331083,m,B.Tech/B.E.,computer engineering,52.5,45.5,51.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1034763,m,B.Tech/B.E.,computer engineering,58.0,48.0,40.5,1,2,2,Does Not Need Improvement,A little more focus,A little more focus
608938,m,B.Tech/B.E.,mechanical engineering,80.0,57.0,50.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
919264,m,B.Tech/B.E.,electronics and communication engineering,76.5,64.5,85.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
663821,m,B.Tech/B.E.,electronics and electrical engineering,27.5,35.0,40.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
600127,m,B.Tech/B.E.,electronics and electrical engineering,30.0,42.5,70.5,0,0,1,Needs Improvement,Needs Improvement,Does Not Need Improvement
1232472,m,B.Tech/B.E.,electronics and communication engineering,74.5,65.0,65.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
775846,m,B.Tech/B.E.,computer science & engineering,50.0,49.5,68.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
451903,m,B.Tech/B.E.,computer science & engineering,33.5,53.5,49.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
810702,m,B.Tech/B.E.,electronics and instrumentation engineering,38.0,44.0,41.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
730050,m,B.Tech/B.E.,applied electronics and instrumentation,38.0,59.5,68.0,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
1026621,f,B.Tech/B.E.,computer science & engineering,71.0,60.5,60.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1261955,m,B.Tech/B.E.,computer science & engineering,66.5,63.0,50.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
244558,f,B.Tech/B.E.,electronics and electrical engineering,47.5,60.5,62.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
814679,m,B.Tech/B.E.,electronics and electrical engineering,52.0,42.5,38.5,2,0,2,A little more focus,Needs Improvement,A little more focus
641821,m,B.Tech/B.E.,electronics and instrumentation engineering,40.5,52.0,53.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
356498,m,B.Tech/B.E.,information technology,51.5,44.5,49.5,2,2,0,A little more focus,A little more focus,Needs Improvement
309214,m,B.Tech/B.E.,computer science & engineering,43.5,55.5,56.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
1175511,m,MCA,computer application,54.5,53.0,50.0,2,2,0,A little more focus,A little more focus,Needs Improvement
1007916,f,B.Tech/B.E.,computer science & engineering,58.0,59.5,52.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
619660,m,B.Tech/B.E.,electronics and electrical engineering,38.0,48.5,70.5,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
329618,m,B.Tech/B.E.,electrical engineering,31.5,62.5,60.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
267047,m,B.Tech/B.E.,information technology,36.5,36.5,39.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1240138,m,B.Tech/B.E.,electronics & telecommunications,64.0,59.5,53.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
215739,m,B.Tech/B.E.,mechanical engineering,69.5,47.5,57.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
817804,m,B.Tech/B.E.,electronics and communication engineering,46.5,47.0,50.0,2,2,0,A little more focus,A little more focus,Needs Improvement
662113,m,B.Tech/B.E.,electrical engineering,39.5,51.0,59.0,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
678842,m,B.Tech/B.E.,computer science & engineering,67.5,58.0,51.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
333860,f,B.Tech/B.E.,aeronautical engineering,39.5,39.5,53.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1149330,f,B.Tech/B.E.,electronics and communication engineering,35.0,34.0,44.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1248250,m,MCA,computer application,38.5,43.5,32.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
51094,m,B.Tech/B.E.,electronics and communication engineering,33.5,35.5,41.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
693533,m,B.Tech/B.E.,electronics and communication engineering,79.0,57.0,75.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1219098,m,B.Tech/B.E.,electronics and communication engineering,51.0,59.0,51.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
906387,m,B.Tech/B.E.,information technology,44.0,45.0,39.5,0,2,2,Needs Improvement,A little more focus,A little more focus
342610,m,B.Tech/B.E.,information technology,48.5,38.5,36.5,2,0,2,A little more focus,Needs Improvement,A little more focus
536761,m,B.Tech/B.E.,information technology,50.0,55.5,47.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
649731,m,B.Tech/B.E.,information science engineering,38.0,54.5,44.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
843047,f,B.Tech/B.E.,computer science & engineering,30.0,56.0,60.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
133153,m,B.Tech/B.E.,computer engineering,70.5,56.5,60.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
135273,m,B.Tech/B.E.,computer engineering,59.5,63.5,59.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
263859,m,B.Tech/B.E.,mechanical engineering,35.5,45.5,41.5,0,2,2,Needs Improvement,A little more focus,A little more focus
329604,m,B.Tech/B.E.,electrical engineering,36.5,49.5,60.5,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
1068402,m,B.Tech/B.E.,computer science & engineering,39.5,53.0,54.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
212055,m,M.Tech./M.E.,computer engineering,39.5,43.5,64.5,0,0,1,Needs Improvement,Needs Improvement,Does Not Need Improvement
225114,f,B.Tech/B.E.,computer engineering,32.5,34.5,44.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1149223,f,B.Tech/B.E.,electronics and communication engineering,39.5,49.5,44.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
543844,m,B.Tech/B.E.,information technology,48.5,52.5,31.0,2,2,2,A little more focus,A little more focus,A little more focus
641272,f,B.Tech/B.E.,electronics and communication engineering,65.0,58.5,73.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1261826,m,B.Tech/B.E.,computer science & engineering,65.0,48.0,52.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
692945,m,B.Tech/B.E.,computer science & engineering,37.0,39.0,57.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
321139,f,B.Tech/B.E.,electronics and electrical engineering,43.5,43.5,57.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
86373,f,B.Tech/B.E.,instrumentation and control engineering,53.5,46.5,53.5,2,2,0,A little more focus,A little more focus,Needs Improvement
785663,m,B.Tech/B.E.,instrumentation and control engineering,43.0,41.5,47.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
637623,m,B.Tech/B.E.,electronics and electrical engineering,51.0,52.5,54.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1220653,f,B.Tech/B.E.,computer science & engineering,60.5,62.5,52.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
1263022,f,B.Tech/B.E.,information technology,45.5,51.0,50.0,2,2,0,A little more focus,A little more focus,Needs Improvement
864091,m,B.Tech/B.E.,electronics and communication engineering,38.0,41.5,62.0,0,0,1,Needs Improvement,Needs Improvement,Does Not Need Improvement
543099,f,B.Tech/B.E.,electronics and communication engineering,48.5,47.5,23.5,2,2,2,A little more focus,A little more focus,A little more focus
1084536,m,MCA,computer application,44.0,49.5,43.0,0,2,2,Needs Improvement,A little more focus,A little more focus
688018,m,B.Tech/B.E.,electronics engineering,51.0,41.5,66.5,2,0,1,A little more focus,Needs Improvement,Does Not Need Improvement
1274658,f,B.Tech/B.E.,information technology,72.0,67.5,57.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
530678,m,B.Tech/B.E.,electronics and electrical engineering,67.5,41.5,50.0,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
591405,m,B.Tech/B.E.,computer engineering,57.0,63.0,87.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
636523,f,B.Tech/B.E.,electronics and electrical engineering,47.5,58.5,73.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
389343,m,B.Tech/B.E.,computer engineering,43.5,61.5,52.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
995189,m,B.Tech/B.E.,computer science & engineering,39.5,49.5,47.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
836769,m,B.Tech/B.E.,computer science & engineering,47.5,51.0,38.5,2,2,2,A little more focus,A little more focus,A little more focus
505714,m,B.Tech/B.E.,computer engineering,45.0,52.5,60.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
359173,f,B.Tech/B.E.,computer engineering,35.5,49.5,68.4,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
259623,m,B.Tech/B.E.,electronics and communication engineering,50.5,29.5,37.5,2,0,2,A little more focus,Needs Improvement,A little more focus
713848,m,B.Tech/B.E.,electronics & telecommunications,72.0,62.0,59.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
65919,m,B.Tech/B.E.,computer engineering,44.400000000000006,45.5,28.5,0,2,2,Needs Improvement,A little more focus,A little more focus
16400,m,B.Tech/B.E.,electronics and communication engineering,52.5,39.5,57.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
995970,m,B.Tech/B.E.,computer science & engineering,41.5,55.5,44.0,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
530061,f,B.Tech/B.E.,electronics and communication engineering,53.5,35.0,51.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
190224,m,MCA,computer application,61.5,60.5,47.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
514471,m,B.Tech/B.E.,electronics and communication engineering,50.0,43.5,60.5,2,0,1,A little more focus,Needs Improvement,Does Not Need Improvement
986780,m,B.Tech/B.E.,computer science & engineering,31.5,50.5,51.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
1269397,m,B.Tech/B.E.,electronics and communication engineering,63.0,42.0,40.5,1,0,2,Does Not Need Improvement,Needs Improvement,A little more focus
